id,mailto_wave2
791,FALSE
794,FALSE
796,FALSE
800,FALSE
804,FALSE
806,FALSE
809,FALSE
810,FALSE
817,FALSE
821,FALSE
834,FALSE
842,FALSE
847,FALSE
849,FALSE
853,FALSE
854,TRUE
855,FALSE
857,FALSE
859,FALSE
869,FALSE
872,TRUE
873,FALSE
884,FALSE
889,FALSE
897,FALSE
898,FALSE
899,TRUE
910,FALSE
911,FALSE
914,FALSE
915,FALSE
918,FALSE
919,FALSE
923,FALSE
925,FALSE
934,FALSE
936,FALSE
937,FALSE
942,FALSE
945,FALSE
946,FALSE
947,FALSE
952,TRUE
953,FALSE
955,FALSE
957,FALSE
960,TRUE
963,FALSE
965,TRUE
967,FALSE
969,FALSE
970,FALSE
971,TRUE
974,FALSE
975,FALSE
977,FALSE
978,FALSE
980,FALSE
984,FALSE
985,TRUE
990,FALSE
992,FALSE
995,TRUE
1007,FALSE
1018,FALSE
1019,FALSE
1021,FALSE
1024,FALSE
1026,FALSE
1029,FALSE
1036,FALSE
1037,TRUE
1047,FALSE
1048,TRUE
1058,TRUE
1059,FALSE
1063,TRUE
1065,FALSE
1067,FALSE
1073,TRUE
1078,TRUE
1082,FALSE
1083,FALSE
1092,FALSE
1098,TRUE
1099,FALSE
1106,FALSE
1108,FALSE
1109,TRUE
1114,TRUE
1115,TRUE
1122,FALSE
1124,TRUE
1125,TRUE
1126,FALSE
1137,FALSE
1138,FALSE
1139,TRUE
1140,FALSE
1145,FALSE
1150,FALSE
1151,FALSE
1155,FALSE
1157,TRUE
1158,FALSE
1164,FALSE
1168,FALSE
1169,FALSE
1173,TRUE
1174,TRUE
1175,FALSE
1176,FALSE
1190,FALSE
1195,FALSE
1198,FALSE
1200,FALSE
1201,FALSE
1213,FALSE
1214,FALSE
1217,FALSE
1218,FALSE
1219,FALSE
1223,FALSE
1226,FALSE
1231,FALSE
1232,FALSE
1234,TRUE
1239,FALSE
1243,FALSE
1244,FALSE
1248,FALSE
1249,FALSE
1252,FALSE
1253,FALSE
1255,FALSE
1272,FALSE
1274,FALSE
1275,FALSE
1276,FALSE
1278,FALSE
1282,FALSE
1287,FALSE
1293,FALSE
1295,FALSE
1299,FALSE
1303,FALSE
1307,TRUE
1311,FALSE
1318,FALSE
1319,FALSE
1320,FALSE
1330,FALSE
1331,TRUE
1332,FALSE
1334,FALSE
1336,FALSE
1338,FALSE
1341,FALSE
1346,FALSE
1347,TRUE
1350,FALSE
1356,FALSE
1357,FALSE
1363,FALSE
1365,FALSE
1370,FALSE
1373,FALSE
1374,FALSE
1378,FALSE
1381,FALSE
1383,TRUE
1384,FALSE
1385,TRUE
1387,FALSE
1390,FALSE
1393,FALSE
1402,FALSE
1405,TRUE
1409,TRUE
1412,FALSE
1413,FALSE
1417,FALSE
1420,FALSE
1422,FALSE
1428,FALSE
1432,FALSE
1436,FALSE
1443,FALSE
1444,FALSE
1447,TRUE
1449,FALSE
1458,FALSE
1459,FALSE
1464,FALSE
1465,FALSE
1467,TRUE
1474,FALSE
1483,FALSE
1486,FALSE
1489,FALSE
1490,FALSE
1494,TRUE
1497,FALSE
1499,FALSE
1500,FALSE
1504,FALSE
1505,FALSE
1510,TRUE
1515,FALSE
1517,FALSE
1523,TRUE
1532,FALSE
1539,FALSE
1544,FALSE
1553,TRUE
1558,FALSE
1562,FALSE
1569,FALSE
1574,TRUE
1578,FALSE
1579,FALSE
1583,TRUE
1584,FALSE
1585,FALSE
1587,FALSE
1589,TRUE
1591,FALSE
1592,FALSE
1593,FALSE
1596,FALSE
1598,FALSE
1601,FALSE
1613,FALSE
1615,FALSE
1623,FALSE
1624,FALSE
1625,TRUE
1628,TRUE
1634,TRUE
1639,FALSE
1641,FALSE
1642,FALSE
1645,TRUE
1651,FALSE
1653,FALSE
1654,FALSE
1661,FALSE
1663,FALSE
1664,FALSE
1669,FALSE
1672,FALSE
1674,FALSE
1677,FALSE
1678,FALSE
1688,FALSE
1689,FALSE
1696,TRUE
1699,FALSE
1703,FALSE
1705,TRUE
1707,TRUE
1708,FALSE
1709,FALSE
1713,FALSE
1714,TRUE
1718,TRUE
1730,FALSE
1736,FALSE
1737,TRUE
1748,FALSE
1753,FALSE
1755,TRUE
1757,FALSE
1761,TRUE
1766,TRUE
1768,TRUE
1769,FALSE
1770,FALSE
1773,FALSE
1780,FALSE
1784,FALSE
1787,FALSE
1790,FALSE
1791,FALSE
1793,FALSE
1797,TRUE
1799,FALSE
1800,FALSE
1803,FALSE
1805,FALSE
1808,TRUE
1811,FALSE
1812,FALSE
1813,FALSE
1818,FALSE
1826,FALSE
1830,FALSE
1831,FALSE
1834,FALSE
1836,FALSE
1847,FALSE
1849,TRUE
1852,FALSE
1857,FALSE
1860,FALSE
1865,FALSE
1866,FALSE
1872,FALSE
1873,FALSE
1876,FALSE
1877,TRUE
1878,FALSE
1879,FALSE
1883,FALSE
1885,FALSE
1891,FALSE
1892,TRUE
1895,FALSE
1896,TRUE
1899,FALSE
1901,TRUE
1906,FALSE
1909,FALSE
1910,FALSE
1911,TRUE
1914,FALSE
1915,FALSE
1916,FALSE
1917,FALSE
1924,FALSE
1926,FALSE
1928,TRUE
1930,FALSE
1934,FALSE
1935,FALSE
1936,TRUE
1937,FALSE
1940,FALSE
1941,TRUE
1943,TRUE
1949,TRUE
1951,FALSE
1955,FALSE
1957,FALSE
1959,FALSE
1966,TRUE
1970,FALSE
1975,FALSE
1977,FALSE
1981,FALSE
1985,TRUE
1986,FALSE
1987,TRUE
1990,FALSE
1996,TRUE
2002,FALSE
2009,FALSE
2010,FALSE
2018,FALSE
2020,TRUE
2026,FALSE
2027,TRUE
2030,FALSE
2033,FALSE
2038,TRUE
2040,FALSE
2042,FALSE
2044,FALSE
2048,TRUE
2054,FALSE
2055,FALSE
2059,FALSE
2063,TRUE
2065,FALSE
2070,FALSE
2072,FALSE
2075,TRUE
2078,TRUE
2079,FALSE
2081,FALSE
2084,TRUE
2089,FALSE
2092,TRUE
2093,FALSE
2103,FALSE
2107,FALSE
2108,FALSE
2109,TRUE
2114,TRUE
2115,FALSE
2118,FALSE
2121,TRUE
2134,FALSE
2135,FALSE
2137,FALSE
2138,FALSE
2140,TRUE
2143,FALSE
2144,FALSE
2149,FALSE
2152,FALSE
2153,FALSE
2158,FALSE
2161,FALSE
2162,FALSE
2164,FALSE
2166,FALSE
2170,FALSE
2171,FALSE
2172,FALSE
2175,FALSE
2176,FALSE
2177,FALSE
2180,FALSE
2182,FALSE
2184,FALSE
2186,FALSE
2189,FALSE
2190,FALSE
2197,TRUE
2198,FALSE
2201,FALSE
2207,FALSE
2208,FALSE
2210,FALSE
2211,FALSE
2216,FALSE
2222,FALSE
2232,TRUE
2234,TRUE
2237,FALSE
2238,FALSE
2241,FALSE
2248,TRUE
2249,FALSE
2255,FALSE
2258,FALSE
2261,FALSE
2262,FALSE
2264,FALSE
2269,TRUE
2271,FALSE
2272,FALSE
2273,TRUE
2277,FALSE
2281,FALSE
2284,FALSE
2285,FALSE
2290,FALSE
2291,TRUE
2298,FALSE
2302,FALSE
2303,TRUE
2308,FALSE
2317,TRUE
2320,FALSE
2321,TRUE
2325,TRUE
2334,FALSE
2337,FALSE
2339,FALSE
2341,TRUE
2348,FALSE
2352,FALSE
2354,FALSE
2355,FALSE
2357,FALSE
2361,TRUE
2369,FALSE
2370,FALSE
2371,FALSE
2374,TRUE
2375,TRUE
2377,TRUE
2381,FALSE
2382,TRUE
2383,FALSE
2384,FALSE
2385,FALSE
2386,FALSE
2387,FALSE
2392,TRUE
2397,FALSE
2400,FALSE
2403,FALSE
2405,FALSE
2406,TRUE
2407,FALSE
2413,FALSE
2419,FALSE
2422,FALSE
2427,FALSE
2433,FALSE
2437,FALSE
2443,FALSE
2447,TRUE
2449,FALSE
2457,FALSE
2461,FALSE
2463,FALSE
2464,TRUE
2468,FALSE
2470,FALSE
2474,FALSE
2475,TRUE
2476,FALSE
2483,TRUE
2484,FALSE
2485,TRUE
2489,FALSE
2494,FALSE
2498,TRUE
2500,TRUE
2503,FALSE
2505,FALSE
2507,FALSE
2509,FALSE
2513,TRUE
2516,FALSE
2521,FALSE
2524,FALSE
2525,FALSE
2526,FALSE
2537,TRUE
2538,TRUE
2539,FALSE
2540,FALSE
2541,FALSE
2544,FALSE
2547,TRUE
2554,FALSE
2557,TRUE
2560,TRUE
2561,TRUE
2563,FALSE
2564,FALSE
2567,FALSE
2569,FALSE
2571,FALSE
2572,FALSE
2575,TRUE
2576,FALSE
2577,FALSE
2578,TRUE
2582,FALSE
2585,FALSE
2588,TRUE
2593,TRUE
2595,FALSE
2596,TRUE
2598,TRUE
2602,FALSE
2603,FALSE
2612,FALSE
2614,FALSE
2619,FALSE
2620,TRUE
2622,TRUE
2636,FALSE
2637,FALSE
2638,FALSE
2640,FALSE
2642,FALSE
2643,TRUE
2644,TRUE
2646,FALSE
2649,FALSE
2651,FALSE
2655,FALSE
2662,FALSE
2670,FALSE
2671,TRUE
2674,FALSE
2676,FALSE
2678,FALSE
2681,FALSE
2691,FALSE
2692,FALSE
2693,TRUE
2697,FALSE
2700,FALSE
2705,FALSE
2713,TRUE
2714,TRUE
2716,FALSE
2718,TRUE
2721,FALSE
2726,FALSE
2727,FALSE
2728,FALSE
2732,FALSE
2749,TRUE
2757,FALSE
2765,FALSE
2770,FALSE
2771,FALSE
2774,FALSE
2779,TRUE
2785,FALSE
2787,FALSE
2792,FALSE
2795,FALSE
2800,FALSE
2804,FALSE
2812,FALSE
2815,TRUE
2819,FALSE
2823,FALSE
2824,FALSE
2832,TRUE
2838,FALSE
2840,FALSE
2841,TRUE
2842,FALSE
2844,FALSE
2845,FALSE
2855,FALSE
2857,FALSE
2858,FALSE
2863,FALSE
2864,FALSE
2869,FALSE
2875,TRUE
2880,FALSE
2883,FALSE
2886,FALSE
2892,FALSE
2893,FALSE
2895,FALSE
2898,TRUE
2899,FALSE
2901,FALSE
2904,FALSE
2905,FALSE
2907,FALSE
2909,FALSE
2912,FALSE
2913,TRUE
2914,FALSE
2915,FALSE
2917,TRUE
2919,TRUE
2920,FALSE
2925,FALSE
2929,FALSE
2931,FALSE
2941,FALSE
2943,FALSE
2945,FALSE
2963,FALSE
2966,FALSE
2968,FALSE
2969,FALSE
2970,TRUE
2973,FALSE
2974,FALSE
2977,TRUE
2980,FALSE
2986,FALSE
2988,FALSE
2989,FALSE
2990,TRUE
2992,TRUE
2994,FALSE
2997,FALSE
2999,TRUE
3004,FALSE
3007,FALSE
3008,FALSE
3009,FALSE
3011,FALSE
3013,FALSE
3014,FALSE
3015,FALSE
3018,FALSE
3021,FALSE
3033,FALSE
3035,FALSE
3038,FALSE
3052,FALSE
3058,FALSE
3060,FALSE
3064,FALSE
3065,FALSE
3068,FALSE
3070,FALSE
3073,FALSE
3074,FALSE
3080,FALSE
3082,FALSE
3084,FALSE
3086,FALSE
3089,FALSE
3093,FALSE
3102,FALSE
3104,FALSE
3105,FALSE
3106,FALSE
3107,FALSE
3109,TRUE
3110,FALSE
3111,FALSE
3116,FALSE
3121,FALSE
3125,FALSE
3128,FALSE
3129,FALSE
3134,FALSE
3137,TRUE
3138,TRUE
3141,FALSE
3143,FALSE
3154,FALSE
3157,FALSE
3158,TRUE
3159,FALSE
3161,FALSE
3167,FALSE
3177,FALSE
3182,TRUE
3183,TRUE
3186,TRUE
3193,FALSE
3198,FALSE
3201,FALSE
3203,FALSE
3205,TRUE
3207,TRUE
3210,FALSE
3212,TRUE
3220,TRUE
3228,FALSE
3232,FALSE
3235,FALSE
3236,FALSE
3242,FALSE
3244,FALSE
3246,FALSE
3248,FALSE
3255,FALSE
3260,FALSE
3262,FALSE
3264,FALSE
3277,TRUE
3279,FALSE
3281,FALSE
3284,FALSE
3286,FALSE
3288,FALSE
3292,FALSE
3294,FALSE
3296,FALSE
3302,FALSE
3304,FALSE
3305,TRUE
3307,FALSE
3308,FALSE
3310,FALSE
3311,FALSE
3318,FALSE
3321,FALSE
3325,FALSE
3332,FALSE
3337,FALSE
3339,FALSE
3340,FALSE
3350,FALSE
3352,FALSE
3354,FALSE
3355,FALSE
3359,FALSE
3368,FALSE
3370,FALSE
3374,FALSE
3377,FALSE
3380,FALSE
3382,TRUE
3384,FALSE
3392,TRUE
3393,FALSE
3402,TRUE
3414,FALSE
3415,FALSE
3418,FALSE
3419,FALSE
3421,FALSE
3427,FALSE
3430,FALSE
3432,FALSE
3434,FALSE
3440,FALSE
3446,FALSE
3450,FALSE
3451,FALSE
3453,FALSE
3460,FALSE
3467,FALSE
3470,FALSE
3471,FALSE
3472,TRUE
3476,FALSE
3478,FALSE
3486,TRUE
3489,TRUE
3493,FALSE
3494,FALSE
3495,TRUE
3500,TRUE
3506,FALSE
3510,FALSE
3518,FALSE
3530,FALSE
3533,FALSE
3539,TRUE
3546,FALSE
3552,FALSE
3558,FALSE
3559,TRUE
3563,TRUE
3566,FALSE
3575,FALSE
3576,FALSE
3577,TRUE
3581,FALSE
3586,FALSE
3588,FALSE
3591,FALSE
3595,TRUE
3604,TRUE
3613,FALSE
3615,TRUE
3621,FALSE
3622,FALSE
3623,FALSE
3631,FALSE
3632,FALSE
3634,TRUE
3636,FALSE
3642,TRUE
3644,FALSE
3654,FALSE
3656,FALSE
3664,TRUE
3665,FALSE
3668,FALSE
3670,FALSE
3672,TRUE
3675,FALSE
3680,FALSE
3685,FALSE
3688,FALSE
3693,FALSE
3694,FALSE
3702,FALSE
3704,FALSE
3711,FALSE
3718,FALSE
3721,FALSE
3723,FALSE
3729,FALSE
3730,FALSE
3732,TRUE
3735,FALSE
3740,FALSE
3741,FALSE
3744,FALSE
3748,FALSE
3749,TRUE
3750,FALSE
3755,FALSE
3756,TRUE
3760,FALSE
3768,TRUE
3773,FALSE
3774,FALSE
3775,FALSE
3777,FALSE
3778,TRUE
3781,FALSE
3784,TRUE
3785,FALSE
3786,FALSE
3791,FALSE
3799,TRUE
3800,FALSE
3808,TRUE
3810,FALSE
3811,FALSE
3816,FALSE
3820,FALSE
3821,FALSE
3822,TRUE
3825,FALSE
3826,FALSE
3828,FALSE
3829,FALSE
3830,FALSE
3831,FALSE
3833,FALSE
3838,TRUE
3840,TRUE
3845,FALSE
3850,FALSE
3854,FALSE
3857,FALSE
3858,TRUE
3864,FALSE
3865,FALSE
3870,FALSE
3871,TRUE
3872,FALSE
3874,FALSE
3877,FALSE
3879,FALSE
3882,FALSE
3883,FALSE
3886,TRUE
3892,FALSE
3894,FALSE
3898,FALSE
3902,FALSE
3903,FALSE
3906,FALSE
3907,FALSE
3911,FALSE
3913,FALSE
3916,TRUE
3920,TRUE
3922,FALSE
3923,TRUE
3927,FALSE
3932,TRUE
3938,FALSE
3943,TRUE
3949,FALSE
3952,FALSE
3955,FALSE
3957,FALSE
3964,FALSE
3965,FALSE
3980,TRUE
3981,TRUE
3982,FALSE
3984,TRUE
3989,FALSE
3990,FALSE
3998,FALSE
4001,FALSE
4003,FALSE
4009,TRUE
4011,FALSE
4012,TRUE
4018,FALSE
4020,FALSE
4024,FALSE
4025,FALSE
4028,FALSE
4033,TRUE
4034,FALSE
4038,FALSE
4039,FALSE
4044,TRUE
4049,FALSE
4051,FALSE
4053,FALSE
4058,FALSE
4060,FALSE
4062,FALSE
4068,FALSE
4069,FALSE
4070,TRUE
4072,FALSE
4075,FALSE
4077,FALSE
4081,FALSE
4101,FALSE
4113,FALSE
4114,FALSE
4116,FALSE
4117,TRUE
4120,FALSE
4122,FALSE
4128,FALSE
4133,TRUE
4134,FALSE
4136,FALSE
4143,FALSE
4150,FALSE
4151,FALSE
4152,FALSE
4154,FALSE
4161,FALSE
4164,FALSE
4167,FALSE
4184,FALSE
4185,FALSE
4189,FALSE
4195,FALSE
4200,TRUE
4203,FALSE
4206,FALSE
4208,FALSE
4209,FALSE
4210,FALSE
4212,FALSE
4217,FALSE
4218,FALSE
4220,FALSE
4226,FALSE
4235,TRUE
4237,TRUE
4247,TRUE
4250,FALSE
4256,FALSE
4259,FALSE
4260,FALSE
4264,FALSE
4265,FALSE
4266,FALSE
4270,FALSE
4273,FALSE
4274,FALSE
4275,FALSE
4278,FALSE
4286,FALSE
4287,FALSE
4290,FALSE
4291,FALSE
4295,FALSE
4306,FALSE
4314,FALSE
4316,FALSE
4317,FALSE
4318,FALSE
4320,FALSE
4324,FALSE
4329,FALSE
4332,FALSE
4333,TRUE
4344,FALSE
4351,FALSE
4352,FALSE
4354,FALSE
4358,TRUE
4363,FALSE
4365,FALSE
4375,FALSE
4378,TRUE
4379,FALSE
4380,FALSE
4381,FALSE
4382,TRUE
4383,FALSE
4384,FALSE
4390,FALSE
4392,FALSE
4397,FALSE
4400,FALSE
4403,FALSE
4404,FALSE
4405,FALSE
4406,FALSE
4407,FALSE
4408,FALSE
4409,FALSE
4413,FALSE
4414,FALSE
4419,FALSE
4420,FALSE
4423,FALSE
4425,FALSE
4427,FALSE
4429,FALSE
4430,FALSE
4447,TRUE
4450,FALSE
4453,FALSE
4454,FALSE
4456,TRUE
4458,FALSE
4459,FALSE
4462,FALSE
4468,FALSE
4470,FALSE
4480,FALSE
4483,FALSE
4485,FALSE
4487,TRUE
4489,FALSE
4493,FALSE
4494,TRUE
4495,FALSE
4496,FALSE
4497,FALSE
4506,FALSE
4511,FALSE
4514,FALSE
4519,TRUE
4520,FALSE
4523,FALSE
4524,FALSE
4528,FALSE
4535,TRUE
4536,FALSE
4537,FALSE
4538,TRUE
4539,TRUE
4541,FALSE
4554,FALSE
4559,FALSE
4561,FALSE
4562,FALSE
4565,FALSE
4568,FALSE
4570,FALSE
4573,FALSE
4574,FALSE
4582,FALSE
4584,FALSE
4586,TRUE
4588,FALSE
4589,FALSE
4590,FALSE
4591,FALSE
4595,FALSE
4597,FALSE
4605,FALSE
4609,FALSE
4612,FALSE
4613,FALSE
4615,FALSE
4631,FALSE
4634,FALSE
4640,TRUE
4641,FALSE
4642,FALSE
4643,FALSE
4646,FALSE
4648,TRUE
4649,FALSE
4653,FALSE
4655,TRUE
4656,TRUE
4661,FALSE
4662,FALSE
4667,FALSE
4671,FALSE
4672,FALSE
4675,FALSE
4677,FALSE
4678,FALSE
4683,FALSE
4684,TRUE
4688,FALSE
4691,FALSE
4695,FALSE
4697,FALSE
4700,FALSE
4702,FALSE
4708,TRUE
4713,TRUE
4714,FALSE
4718,FALSE
4719,FALSE
4723,FALSE
4733,FALSE
4734,TRUE
4739,FALSE
4740,FALSE
4741,FALSE
4747,FALSE
4751,FALSE
4752,FALSE
4756,FALSE
4761,FALSE
4763,FALSE
4765,FALSE
4767,FALSE
4768,FALSE
4769,FALSE
4770,FALSE
4779,FALSE
4782,FALSE
4787,FALSE
4793,FALSE
4800,FALSE
4801,FALSE
4806,FALSE
4807,TRUE
4808,FALSE
4810,FALSE
4811,FALSE
4813,FALSE
4814,FALSE
4822,FALSE
4824,FALSE
4832,FALSE
4834,FALSE
4835,FALSE
4837,FALSE
4841,TRUE
4844,FALSE
4845,FALSE
4846,FALSE
4848,FALSE
4857,FALSE
4865,FALSE
4874,FALSE
4875,FALSE
4881,FALSE
4882,FALSE
4883,FALSE
4884,FALSE
4893,FALSE
4906,FALSE
4908,FALSE
4910,FALSE
4913,TRUE
4916,TRUE
4917,FALSE
4921,TRUE
4923,FALSE
4925,FALSE
4933,FALSE
4941,FALSE
4948,FALSE
4950,FALSE
4951,FALSE
4957,TRUE
4958,FALSE
4959,FALSE
4961,TRUE
4962,FALSE
4963,FALSE
4964,FALSE
4966,TRUE
4968,FALSE
4971,FALSE
4977,FALSE
4979,FALSE
4986,FALSE
4990,FALSE
4993,TRUE
4997,TRUE
5000,FALSE
5003,FALSE
5005,TRUE
5011,FALSE
5012,TRUE
5013,FALSE
5014,TRUE
5024,TRUE
5027,TRUE
5033,TRUE
5034,FALSE
5044,FALSE
5045,FALSE
5047,FALSE
5048,FALSE
5049,FALSE
5052,FALSE
5054,FALSE
5061,FALSE
5062,FALSE
5064,FALSE
5069,FALSE
5075,FALSE
5077,FALSE
5079,TRUE
5080,FALSE
5084,FALSE
5085,FALSE
5087,FALSE
5088,FALSE
5090,FALSE
5091,FALSE
5093,FALSE
5096,FALSE
5099,FALSE
5103,FALSE
5104,FALSE
5106,TRUE
5108,FALSE
5110,FALSE
5115,FALSE
5117,FALSE
5122,FALSE
5123,TRUE
5127,FALSE
5134,FALSE
5143,FALSE
5145,FALSE
5147,FALSE
5148,FALSE
5152,FALSE
5153,FALSE
5158,FALSE
5160,TRUE
5164,TRUE
5171,FALSE
5174,FALSE
5175,FALSE
5177,FALSE
5186,FALSE
5189,TRUE
5190,TRUE
5194,FALSE
5197,FALSE
5201,FALSE
5210,FALSE
5213,FALSE
5214,FALSE
5217,FALSE
5221,FALSE
5222,FALSE
5223,FALSE
5225,FALSE
5226,FALSE
5228,TRUE
5231,FALSE
5234,FALSE
5239,FALSE
5244,FALSE
5245,FALSE
5246,FALSE
5252,FALSE
5255,FALSE
5256,FALSE
5257,TRUE
5258,FALSE
5261,TRUE
5266,FALSE
5268,FALSE
5276,FALSE
5288,TRUE
5289,FALSE
5291,FALSE
5292,FALSE
5301,TRUE
5308,FALSE
5309,FALSE
5312,FALSE
5317,FALSE
5319,FALSE
5322,FALSE
5323,TRUE
5326,FALSE
5328,FALSE
5329,TRUE
5332,FALSE
5334,FALSE
5337,FALSE
5348,FALSE
5362,FALSE
5373,FALSE
5375,TRUE
5380,FALSE
5381,FALSE
5384,FALSE
5385,FALSE
5389,TRUE
5390,TRUE
5392,FALSE
5396,FALSE
5397,FALSE
5401,FALSE
5405,FALSE
5409,TRUE
5410,FALSE
5412,FALSE
5418,FALSE
5423,TRUE
5425,FALSE
5427,TRUE
5436,TRUE
5437,FALSE
5451,FALSE
5454,FALSE
5455,FALSE
5457,FALSE
5469,TRUE
5472,TRUE
5474,FALSE
5480,FALSE
5485,FALSE
5488,FALSE
5492,FALSE
5494,FALSE
5502,TRUE
5504,TRUE
5505,TRUE
5507,FALSE
5509,FALSE
5513,FALSE
5515,TRUE
5526,FALSE
5532,FALSE
5536,FALSE
5539,FALSE
5542,FALSE
5544,TRUE
5547,TRUE
5551,FALSE
5553,FALSE
5556,FALSE
5559,FALSE
5560,FALSE
5572,FALSE
5576,FALSE
5579,FALSE
5582,FALSE
5584,FALSE
5589,TRUE
5590,TRUE
5593,FALSE
5599,FALSE
5607,TRUE
5608,FALSE
5610,TRUE
5611,FALSE
5612,FALSE
5614,FALSE
5618,FALSE
5619,FALSE
5621,FALSE
5623,TRUE
5626,FALSE
5630,FALSE
5631,FALSE
5635,FALSE
5645,FALSE
5649,FALSE
5655,FALSE
5667,FALSE
5668,TRUE
5669,FALSE
5672,FALSE
5673,TRUE
5676,FALSE
5680,FALSE
5681,FALSE
5685,FALSE
5686,FALSE
5690,FALSE
5692,TRUE
5694,FALSE
5695,FALSE
5698,FALSE
5701,TRUE
5703,FALSE
5705,FALSE
5708,TRUE
5711,TRUE
5721,FALSE
5724,FALSE
5734,FALSE
5735,FALSE
5745,FALSE
5752,FALSE
5758,TRUE
5762,FALSE
5767,FALSE
5771,FALSE
5776,FALSE
5786,TRUE
5794,FALSE
5795,FALSE
5799,FALSE
5800,FALSE
5805,FALSE
5808,TRUE
5809,FALSE
5811,FALSE
5813,FALSE
5815,FALSE
5818,FALSE
5820,FALSE
5822,FALSE
5823,FALSE
5824,FALSE
5828,FALSE
5831,TRUE
5832,FALSE
5834,FALSE
5835,FALSE
5838,FALSE
5839,FALSE
5841,FALSE
5844,FALSE
5848,FALSE
5849,FALSE
5850,FALSE
5851,TRUE
5855,FALSE
5856,TRUE
5860,FALSE
5861,FALSE
5866,TRUE
5868,TRUE
5881,TRUE
5882,TRUE
5888,FALSE
5890,FALSE
5899,FALSE
5900,FALSE
5901,FALSE
5903,FALSE
5905,FALSE
5913,FALSE
5914,FALSE
5916,FALSE
5917,FALSE
5918,FALSE
5921,TRUE
5925,FALSE
5932,FALSE
5934,TRUE
5944,FALSE
5947,FALSE
5958,TRUE
5960,FALSE
5966,FALSE
5969,FALSE
5970,FALSE
5977,FALSE
5982,TRUE
5983,FALSE
5986,FALSE
5994,FALSE
5995,FALSE
5997,FALSE
5999,FALSE
6000,FALSE
6001,TRUE
6002,FALSE
6007,TRUE
6008,FALSE
6009,TRUE
6010,FALSE
6017,FALSE
6020,FALSE
6021,FALSE
6024,TRUE
6026,FALSE
6027,FALSE
6029,FALSE
